Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
random/read/SparseStoreB,1.335416942025653e-4,1.3259083768416366e-4,1.3479187829176453e-4,3.675253776002942e-6,2.834931133293546e-6,4.980552014719207e-6
random/read/SparseStoreU,3.92184175332436e-5,3.9044317840066645e-5,3.941566448921867e-5,6.263206983409082e-7,5.414730663716822e-7,7.587069527453163e-7
large/linear/write/ArrayMapB-32B,8.560775287638164e-5,8.506585766476551e-5,8.620830441499688e-5,2.021991384296764e-6,1.8087517080589904e-6,2.2877469472176518e-6
large/linear/write/ArrayMapU-32B,9.413337452387613e-5,9.378607875496282e-5,9.449269687685992e-5,1.2181276388836795e-6,9.817533204991628e-7,1.5778130606576827e-6
large/linear/write/SparseStoreB-32B,1.1897260424291648e-4,1.1789372727232395e-4,1.2033221781740855e-4,4.194702095144814e-6,3.5386753613019876e-6,5.063990980968078e-6
large/linear/write/SparseStoreU-32B,1.3643467951343277e-4,1.3613232341337422e-4,1.3679270884647853e-4,1.054334652259201e-6,8.273640129573963e-7,1.4501074219671827e-6
large/linear/write/ArrayMapB-64B,9.909320334738457e-5,9.869020794995195e-5,9.9591954697099e-5,1.584600842226766e-6,1.2628639811593209e-6,2.140962379436933e-6
large/linear/write/ArrayMapU-64B,1.1946757496146425e-4,1.1897790766739609e-4,1.2002067873945842e-4,1.734276699409939e-6,1.46189738986237e-6,2.378306364891433e-6
large/linear/write/SparseStoreB-64B,1.445199178507835e-4,1.4318165044021152e-4,1.4581465637229186e-4,4.427488145498647e-6,3.899162702411026e-6,5.0856274128625455e-6
large/linear/write/SparseStoreU-64B,1.6514397439762232e-4,1.645899682449677e-4,1.6601631057274168e-4,2.2870012900168976e-6,1.6778471389322268e-6,3.605944611635632e-6
large/linear/read/ArrayMapB-32B,1.3627747647114688e-4,1.3574193954171652e-4,1.368544242381077e-4,1.7879382095289038e-6,1.3652800599627091e-6,2.3653900425789923e-6
large/linear/read/ArrayMapU-32B,1.312286316037003e-4,1.3049337555926037e-4,1.319628581326923e-4,2.307097294975695e-6,1.8203980103210913e-6,3.0757738721765246e-6
large/linear/read/SparseStoreB-32B,1.411603389437015e-4,1.4070642616422302e-4,1.4184822639695327e-4,1.8966196052041572e-6,1.243252524922793e-6,2.8180936473636203e-6
large/linear/read/SparseStoreU-32B,1.4182431016945097e-4,1.4143667713521475e-4,1.424085986036985e-4,1.6357185551004915e-6,1.201565616752803e-6,2.534834027904938e-6
large/linear/read/ArrayMapB-64B,1.3588933804557196e-4,1.354547957835696e-4,1.3649139350573267e-4,1.7813664247910855e-6,1.357259418067515e-6,2.3640847787586785e-6
large/linear/read/ArrayMapU-64B,1.3277403772691548e-4,1.3234195125436674e-4,1.336341407714195e-4,2.033120779063669e-6,1.3061395237197082e-6,3.4652778059936357e-6
large/linear/read/SparseStoreB-64B,1.4333563297248708e-4,1.4262633729017856e-4,1.4458183942864778e-4,3.0677674306410014e-6,2.08534162843128e-6,4.29953857440383e-6
large/linear/read/SparseStoreU-64B,1.3949740050543343e-4,1.3917433126103474e-4,1.4000627324899412e-4,1.3167372561452696e-6,9.856372734886822e-7,1.7852473571021732e-6
large/chunked/write/ArrayMapB-32B,1.91856040205744e-4,1.9138723727707608e-4,1.9255572022903292e-4,1.8454319856502973e-6,1.4665350688787272e-6,2.7266484766648293e-6
large/chunked/write/ArrayMapU-32B,1.6249682186833135e-4,1.620302063681121e-4,1.6320090037625585e-4,1.8002185156706477e-6,1.315098271454306e-6,2.8528693516515375e-6
large/chunked/write/SparseStoreB-32B,1.1327613699014819e-4,1.1278281714449197e-4,1.1392902024613887e-4,1.8225153350464747e-6,1.3120564067563834e-6,2.390234785676361e-6
large/chunked/write/SparseStoreU-32B,1.4797343908208514e-4,1.4761660860683002e-4,1.4855131574557427e-4,1.4973767144211919e-6,1.1859151346974497e-6,2.0889045415561494e-6
large/chunked/write/ArrayMapB-64B,2.11222054161919e-4,2.1044793789502694e-4,2.123889445167125e-4,3.080714159492282e-6,2.196564624760401e-6,5.122140213077401e-6
large/chunked/write/ArrayMapU-64B,8.746529677462278e-4,8.619312613541462e-4,8.857218666094722e-4,3.929362707300677e-5,3.176855735523993e-5,5.0780657746163414e-5
large/chunked/write/SparseStoreB-64B,1.1697300818092399e-4,1.1644484510881108e-4,1.1755982586149095e-4,1.9165586725244917e-6,1.5071929769842663e-6,2.683733120256122e-6
large/chunked/write/SparseStoreU-64B,1.762332230363557e-4,1.7581770312809268e-4,1.7694303637752557e-4,1.8023918165108494e-6,1.189850198920736e-6,2.5884155431824825e-6
large/chunked/read/ArrayMapB-32B,1.3566384952591273e-4,1.3514434541874243e-4,1.3630869519283358e-4,1.9359635910396974e-6,1.4403092111209136e-6,2.758556240405395e-6
large/chunked/read/ArrayMapU-32B,1.3080096593298478e-4,1.2996267971903202e-4,1.3160191742891467e-4,2.701005583383746e-6,2.060806350433144e-6,3.5442347365170866e-6
large/chunked/read/SparseStoreB-32B,1.456094753411833e-4,1.4392820754353865e-4,1.4743112621506957e-4,5.9084396130848605e-6,5.182846759300641e-6,6.844896364727365e-6
large/chunked/read/SparseStoreU-32B,1.4219730197498413e-4,1.4163716994895236e-4,1.4316189901749415e-4,2.4756270403019527e-6,1.5959072381029438e-6,3.8468910757904515e-6
large/chunked/read/ArrayMapB-64B,1.3338113970402454e-4,1.3278719374023876e-4,1.3416232552423317e-4,2.205933674761789e-6,1.633540515636702e-6,2.875800087919852e-6
large/chunked/read/ArrayMapU-64B,1.290598486320542e-4,1.2800353073090073e-4,1.3008994905099467e-4,3.444301858777936e-6,3.026952858816672e-6,4.064710422459643e-6
large/chunked/read/SparseStoreB-64B,1.4308522186696972e-4,1.423005698121444e-4,1.4426408065438295e-4,3.4361377796349723e-6,2.8323765681059332e-6,4.182973890181145e-6
large/chunked/read/SparseStoreU-64B,1.3917618893424552e-4,1.3848052963653164e-4,1.3992071104156862e-4,2.415640596975488e-6,1.795553188004433e-6,3.331794442961388e-6
large/random/write/ArrayMapB-32B,8.717830754277382e-5,8.681094270171807e-5,8.782567079106616e-5,1.5514327079057684e-6,9.262768957700164e-7,2.7421265478675072e-6
large/random/write/ArrayMapU-32B,8.99445999594792e-5,8.967857617023079e-5,9.043416963203756e-5,1.1521849207299235e-6,7.446983912669046e-7,1.6483366922950615e-6
large/random/write/SparseStoreB-32B,1.1378626814944152e-4,1.1304649707548593e-4,1.1512048801242085e-4,3.3606038780118084e-6,2.106957227887156e-6,5.800674539552423e-6
large/random/write/SparseStoreU-32B,1.367963008664598e-4,1.3634772181809581e-4,1.37431282690152e-4,1.847588729205615e-6,1.3677648956903133e-6,2.6765248868451385e-6
large/random/write/ArrayMapB-64B,1.0430596066036431e-4,1.0365943437529718e-4,1.0555838472495488e-4,3.0254656706628324e-6,1.7698479841304115e-6,4.708821196411697e-6
large/random/write/ArrayMapU-64B,1.2054402562899303e-4,1.1984431739770363e-4,1.2122448118331844e-4,2.107336685658828e-6,1.5289725221902573e-6,2.9165929083474002e-6
large/random/write/SparseStoreB-64B,1.5136818134586552e-4,1.507020974080627e-4,1.5195689207661014e-4,2.0711394948886895e-6,1.7388624470920274e-6,2.6772373676473658e-6
large/random/write/SparseStoreU-64B,1.6716622245571824e-4,1.6618049118891762e-4,1.686763363355499e-4,4.149851522964398e-6,3.276145368935722e-6,5.541813085955025e-6
large/random/read/ArrayMapB-32B,1.4297105177160757e-4,1.4243340956867744e-4,1.4400595959064937e-4,2.5191418894272734e-6,1.3833734891625264e-6,4.41867056484036e-6
large/random/read/ArrayMapU-32B,1.321838434145325e-4,1.3144129107795416e-4,1.3296521839071588e-4,2.674023914467829e-6,2.0075572799402034e-6,3.889167757243816e-6
large/random/read/SparseStoreB-32B,1.4130272009851922e-4,1.407976432557186e-4,1.423078468893241e-4,2.2645642628826274e-6,1.3042284908101056e-6,3.943488162836244e-6
large/random/read/SparseStoreU-32B,1.4237985216518975e-4,1.4194899855263677e-4,1.4335501800658514e-4,2.0041698654900645e-6,1.1736259485348306e-6,3.541166969567068e-6
large/random/read/ArrayMapB-64B,1.5354913133147345e-4,1.5295497658380613e-4,1.5446504062697366e-4,2.6002139383757413e-6,1.8404815515638786e-6,4.242253076635973e-6
large/random/read/ArrayMapU-64B,1.3115829959745384e-4,1.3073388616715957e-4,1.3189897761497024e-4,1.9226584222089677e-6,1.1114459603469611e-6,3.306766488943557e-6
large/random/read/SparseStoreB-64B,1.4517103612673264e-4,1.445559247695045e-4,1.4596022265206388e-4,2.3443161168881934e-6,1.6256923986082418e-6,3.207541225198103e-6
large/random/read/SparseStoreU-64B,1.3995200431269686e-4,1.392482164945739e-4,1.4043356997294628e-4,2.0059182990064647e-6,1.3859630523714315e-6,2.831122923160925e-6
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
linear/write/Map,2.2975152726285096e-4,2.284411005508896e-4,2.3115067098326408e-4,4.6843803780561585e-6,3.945969141170249e-6,5.768786002366158e-6
linear/write/Cache-16384,3.975233129461228e-5,3.960332314264607e-5,4.002230498376834e-5,6.206503594476327e-7,4.327990857736967e-7,1.0297260460022646e-6
linear/write/Cache-1024,2.3069238800723713e-4,2.2925636228352016e-4,2.3231522944323836e-4,4.971017091431103e-6,4.2936724976186785e-6,5.953128109237658e-6
linear/write/ArrayMapB,7.130559075842269e-5,7.094118387237841e-5,7.17559478514104e-5,1.373523592845267e-6,1.0644462908509692e-6,1.8277404118964656e-6
linear/write/ArrayMapU,6.515553268136702e-5,6.494097667264823e-5,6.560113857341945e-5,9.724063808275474e-7,6.577835350598373e-7,1.6562099473801032e-6
linear/write/ChunkStoreB,8.611681137686614e-5,8.543353060418789e-5,8.699531854906622e-5,2.5923043090746215e-6,2.0264415127036824e-6,3.525389980355785e-6
linear/write/ChunkStoreU,7.828744900240122e-5,7.75442248051309e-5,7.93341150493246e-5,2.969420204810888e-6,2.3521621586012467e-6,4.349590859555443e-6
linear/write/SparseStoreB,1.0039334733982587e-4,9.973186145120766e-5,1.0100381249361931e-4,2.162145231518397e-6,1.8408927452758963e-6,2.572189760874575e-6
linear/write/SparseStoreU,1.0962058190158276e-4,1.0918821655059344e-4,1.1013266552300344e-4,1.5536201246715955e-6,1.2374336407574652e-6,1.999826939867514e-6
linear/read/Map,4.0268155723407106e-4,3.998685454485172e-4,4.064170156660239e-4,1.0927578291687174e-5,8.740181367383617e-6,1.360320965412583e-5
linear/read/Cache-16384,1.2648487562632755e-4,1.2590057428017823e-4,1.2718160192089922e-4,2.1983054615306238e-6,1.782723619047499e-6,2.7118663313763335e-6
linear/read/Cache-1024,3.76156178912057e-4,3.7224964340151187e-4,3.822288542031461e-4,1.5731287114726304e-5,1.2071982285455929e-5,2.2540480541756267e-5
linear/read/ArrayMapB,1.1930030429430785e-4,1.1883648985269393e-4,1.197762142940396e-4,1.5962030213789258e-6,1.3437864078077758e-6,1.9613355564096726e-6
linear/read/ArrayMapU,2.435937431312146e-5,2.414375387154077e-5,2.5191732849416605e-5,1.2313679300247366e-6,3.235705947008855e-7,2.521615491569135e-6
linear/read/ChunkStoreB,2.1685816167506743e-4,2.155573134561111e-4,2.1826974788928186e-4,4.706772367901379e-6,3.768549556572048e-6,5.81166212384363e-6
linear/read/ChunkStoreU,2.428924448186826e-4,2.4182308320968337e-4,2.4413849278645265e-4,3.902939441282741e-6,3.268452546680311e-6,4.638275517398664e-6
linear/read/SparseStoreB,1.2866286775856404e-4,1.2795352459952884e-4,1.2982290321029332e-4,2.9993671021163602e-6,2.083133022253262e-6,4.786595421993147e-6
linear/read/SparseStoreU,3.79421339731899e-5,3.7753417934396166e-5,3.822353655142378e-5,7.388202932778155e-7,5.619150497248755e-7,1.125538464521296e-6
chunked/write/Map,2.3571126154904403e-4,2.3359324164882593e-4,2.3845474035996954e-4,8.014878047556021e-6,6.279548799544753e-6,1.0617486066684029e-5
chunked/write/Cache-16384,1.7017066927136205e-4,1.6857670462128299e-4,1.728883907430441e-4,6.769982588374814e-6,4.923753565122121e-6,1.155893441642686e-5
chunked/write/Cache-1024,2.4744650571586536e-4,2.465934009732157e-4,2.486215880069612e-4,3.2907936049996136e-6,2.391210747795013e-6,4.5737132530223215e-6
chunked/write/ArrayMapB,1.6514926872298653e-4,1.6474629115603698e-4,1.656655946606545e-4,1.5804183262153483e-6,1.2052261521724097e-6,2.117511075169701e-6
chunked/write/ArrayMapU,7.175720723458019e-5,7.153946929059283e-5,7.213876748443337e-5,9.416459532844439e-7,5.931335675540696e-7,1.7101814229822381e-6
chunked/write/ChunkStoreB,8.554060459336315e-5,8.495179709771427e-5,8.634834117472669e-5,2.3722409072467083e-6,1.9645609210460517e-6,2.91645578681667e-6
chunked/write/ChunkStoreU,7.557670245765892e-5,7.527758426290285e-5,7.621526752192065e-5,1.4027746588828801e-6,8.305439621175566e-7,2.435829681684389e-6
chunked/write/SparseStoreB,1.0709498406638205e-4,1.0645398316405629e-4,1.0815889146297762e-4,2.7581284174299166e-6,1.969039709577355e-6,3.875714231587504e-6
chunked/write/SparseStoreU,1.2080273801655568e-4,1.2026685124507496e-4,1.214498543713607e-4,1.9440862187754065e-6,1.5309334825875297e-6,2.612465515576768e-6
chunked/read/Map,3.9465153287119773e-4,3.921481456681463e-4,3.9765058071060925e-4,9.166251127730652e-6,6.799105505826161e-6,1.2705683848093617e-5
chunked/read/Cache-16384,2.548470517929268e-4,2.534643213301497e-4,2.565077424504109e-4,5.370541939393532e-6,4.463358097766559e-6,6.598745014073133e-6
chunked/read/Cache-1024,4.032914886840584e-4,3.9745649322337655e-4,4.099960693784081e-4,2.117824161315812e-5,1.7939091640886962e-5,2.5343310229261826e-5
chunked/read/ArrayMapB,1.2119720378184798e-4,1.2041433401159544e-4,1.2207954254890533e-4,2.8424659330898264e-6,2.356119457981416e-6,3.436000449471755e-6
chunked/read/ArrayMapU,2.485327777785078e-5,2.474045485762748e-5,2.4993568561304055e-5,4.2970941151357893e-7,3.146070104035175e-7,6.701491192601293e-7
chunked/read/ChunkStoreB,2.1905366384706006e-4,2.179075810065266e-4,2.2038608908337781e-4,4.361543766400226e-6,3.711229789402797e-6,5.43653679803613e-6
chunked/read/ChunkStoreU,2.439311217398144e-4,2.428457599649889e-4,2.4531818676859284e-4,4.321367250159002e-6,3.255501185520555e-6,6.217998720186884e-6
chunked/read/SparseStoreB,1.281169114561543e-4,1.2777761226444328e-4,1.286223630346787e-4,1.3402681863004916e-6,9.68976955413442e-7,2.0559510159986757e-6
chunked/read/SparseStoreU,3.7913474638011275e-5,3.776653983217295e-5,3.808529405693876e-5,5.224133032586021e-7,4.689798252905226e-7,6.349846065012356e-7
random/write/Map,1.0807213336701577e-3,1.076145669119116e-3,1.0873728686177208e-3,1.8018934921233604e-5,1.3739274257698822e-5,2.586863997744991e-5
random/write/Cache-16384,5.699134305655856e-5,5.6843236999600816e-5,5.730229484013372e-5,6.682444401508066e-7,3.8786833244318207e-7,1.223632578449775e-6
random/write/Cache-1024,9.831424018542164e-4,9.741256100866402e-4,9.988309422010466e-4,4.05048994303478e-5,2.6266561622699077e-5,6.118388152350275e-5
random/write/ArrayMapB,6.935603306720211e-5,6.898485835399922e-5,6.979384265745708e-5,1.2969669331767875e-6,1.07936055814855e-6,1.819578072368891e-6
random/write/ArrayMapU,6.577161888722426e-5,6.551739239441372e-5,6.611805638167803e-5,1.0255445560544306e-6,8.472854947122887e-7,1.4722525154920684e-6
random/write/ChunkStoreB,1.5250032743396974e-4,1.5199043733379923e-4,1.531604730255389e-4,2.056498457006816e-6,1.5695572545892475e-6,2.6159864787349996e-6
random/write/ChunkStoreU,1.4461536317675715e-4,1.438705817615615e-4,1.4573161488166082e-4,2.9370454190853882e-6,2.395901932890097e-6,4.400943803696047e-6
random/write/SparseStoreB,9.949708606456883e-5,9.891948273701744e-5,1.0054481495584724e-4,2.56329043161299e-6,1.8324188083723236e-6,3.5518081965665267e-6
random/write/SparseStoreU,1.1290049465408898e-4,1.1180329004784074e-4,1.1425377465486673e-4,4.0155115747878175e-6,3.4569245736114523e-6,5.335390798492446e-6
random/read/Map,6.980590174308693e-4,6.903087020667968e-4,7.089217835980938e-4,2.9345709912209853e-5,2.3493217552979595e-5,4.291587887469366e-5
random/read/Cache-16384,1.3774718049225026e-4,1.3658463216240045e-4,1.3941887497122358e-4,4.70496995886442e-6,3.803324586271784e-6,6.485571190069123e-6
random/read/Cache-1024,5.772991423358829e-4,5.730508549576425e-4,5.823475221815832e-4,1.5391623213889185e-5,1.1105024574820451e-5,2.2056282923808727e-5
random/read/ArrayMapB,1.258885831679869e-4,1.25416224061713e-4,1.2656856158500048e-4,1.916697226218551e-6,1.3834876142958023e-6,2.7590606997076124e-6
random/read/ArrayMapU,2.9080867931654233e-5,2.890539893864456e-5,2.9300403236149624e-5,6.531084803864937e-7,4.6145384559365566e-7,8.782588385564408e-7
random/read/ChunkStoreB,2.2543576484163904e-4,2.2466245030058153e-4,2.2648008724897496e-4,2.869599914108751e-6,2.179357595420973e-6,4.151048128919086e-6
random/read/ChunkStoreU,2.545938648638307e-4,2.5293050589543715e-4,2.5626506606863205e-4,5.488042613117338e-6,4.717433139317073e-6,6.817484110511468e-6
random/read/SparseStoreB,1.3074743714914055e-4,1.296627056591228e-4,1.3170558688253272e-4,3.441148563299162e-6,2.796231768679819e-6,4.267128411614227e-6
random/read/SparseStoreU,3.890941786631083e-5,3.875728378618117e-5,3.9203018763585924e-5,6.921788557818534e-7,4.3566154496193187e-7,1.213556418318749e-6
large/linear/write/ArrayMapB-32B,8.671337751209809e-5,8.615624013737157e-5,8.726833400694297e-5,1.8761922368150205e-6,1.5864453062130902e-6,2.269005834235063e-6
large/linear/write/ArrayMapU-32B,9.181868538876673e-5,9.141912057956996e-5,9.230043203275589e-5,1.445546450476189e-6,1.2461784315636986e-6,1.7567709181753248e-6
large/linear/write/SparseStoreB-32B,1.1680371419855739e-4,1.1607235925505146e-4,1.1801300665475166e-4,3.0396470424181017e-6,1.962231544400267e-6,4.508203879672151e-6
large/linear/write/SparseStoreU-32B,1.4054576905934282e-4,1.3969016188656526e-4,1.4172377142323636e-4,3.252128703442948e-6,2.3544123720638585e-6,4.58038959590831e-6
large/linear/write/ArrayMapB-64B,9.783309083085501e-5,9.750999667986664e-5,9.839141914651227e-5,1.4082313255749875e-6,8.156271878118878e-7,2.32380793229325e-6
large/linear/write/ArrayMapU-64B,1.183865902087707e-4,1.178712344879005e-4,1.1924864686127602e-4,2.266572150450711e-6,1.6066255189567043e-6,3.1319162232583045e-6
large/linear/write/SparseStoreB-64B,1.4218419498745495e-4,1.4116666799066782e-4,1.432390967139152e-4,3.557114156457883e-6,3.008360809505727e-6,4.526976259629294e-6
large/linear/write/SparseStoreU-64B,1.6662810676204974e-4,1.658201739596733e-4,1.678938097638347e-4,3.3860402390841017e-6,2.4714121308138016e-6,5.1599999849729746e-6
large/linear/read/ArrayMapB-32B,1.3478664268831838e-4,1.3377622276299997e-4,1.3545155936524342e-4,2.60322714353598e-6,2.0780325836227712e-6,3.212765193941164e-6
large/linear/read/ArrayMapU-32B,1.3097128756128505e-4,1.2986856381622545e-4,1.3214313135092955e-4,4.02514335111679e-6,3.360027495557156e-6,5.304874257648676e-6
large/linear/read/SparseStoreB-32B,1.4602465674091078e-4,1.4532394091300573e-4,1.4688070168935907e-4,2.660313979461674e-6,2.21835594534197e-6,3.3681658490008516e-6
large/linear/read/SparseStoreU-32B,1.4344111285606223e-4,1.4239971042615882e-4,1.4473519326161648e-4,3.9034542205812005e-6,3.0049189917253336e-6,5.261093940889801e-6
large/linear/read/ArrayMapB-64B,1.4055645475605062e-4,1.3961329426249614e-4,1.4173724462713088e-4,3.430230547152708e-6,2.9195910093888756e-6,4.087036518501014e-6
large/linear/read/ArrayMapU-64B,1.316522636665501e-4,1.3107402843981402e-4,1.3241931976880244e-4,2.1752733417408683e-6,1.7109221849772797e-6,2.861374780122189e-6
large/linear/read/SparseStoreB-64B,1.4437021345779056e-4,1.4336503421660243e-4,1.459950146366228e-4,4.076147838176101e-6,2.657030778970348e-6,5.824692931698107e-6
large/linear/read/SparseStoreU-64B,1.4154381376835874e-4,1.4099504414643346e-4,1.424470407632891e-4,2.438615433307928e-6,1.7080734739242517e-6,4.145473336099954e-6
large/chunked/write/ArrayMapB-32B,1.970322463817329e-4,1.9583864761821566e-4,1.9866194838757842e-4,4.552660273318257e-6,3.5669347789738065e-6,5.9684201742694785e-6
large/chunked/write/ArrayMapU-32B,1.6497230237200674e-4,1.644066362300343e-4,1.658590019965964e-4,2.4636914026211595e-6,1.9736695158055727e-6,3.28040336298885e-6
large/chunked/write/SparseStoreB-32B,1.1401385724472904e-4,1.1363843657208027e-4,1.1458996597981774e-4,1.6246129860432207e-6,1.1635435690131175e-6,2.212809495724735e-6
large/chunked/write/SparseStoreU-32B,1.51709116159865e-4,1.5113860326427717e-4,1.5269733236536454e-4,2.4560368846523118e-6,1.6307741718339735e-6,4.36180402802416e-6
large/chunked/write/ArrayMapB-64B,2.1410047662256398e-4,2.1276732673525476e-4,2.1584650948045108e-4,4.97103093893465e-6,3.895028805153232e-6,7.067726360878951e-6
large/chunked/write/ArrayMapU-64B,9.513950733038215e-4,9.35300792907794e-4,9.722967413852808e-4,6.008502673973254e-5,4.700072642067748e-5,7.549403886839925e-5
large/chunked/write/SparseStoreB-64B,1.192910731924542e-4,1.1840496047783725e-4,1.2049241499271143e-4,3.3932825559763534e-6,2.7154375963950446e-6,4.134142156490858e-6
large/chunked/write/SparseStoreU-64B,1.7736666566790804e-4,1.7660630059776805e-4,1.7858686060283533e-4,3.088736654977507e-6,2.082807715246183e-6,4.225510997952109e-6
large/chunked/read/ArrayMapB-32B,1.3586805799358358e-4,1.3488497910846826e-4,1.3718269296879502e-4,3.9354045539056726e-6,2.9195523042758436e-6,5.236262316419902e-6
large/chunked/read/ArrayMapU-32B,1.3276070950938348e-4,1.3170049151121706e-4,1.3382338655838048e-4,3.73791479295469e-6,3.0412497232206075e-6,4.631327828604123e-6
large/chunked/read/SparseStoreB-32B,1.4277791418095226e-4,1.4183079425494842e-4,1.4439640884279434e-4,4.105144499069247e-6,2.842380697552694e-6,6.669421283066028e-6
large/chunked/read/SparseStoreU-32B,1.427768427188634e-4,1.422097372513259e-4,1.4337748234472046e-4,1.998059856325343e-6,1.5611619397263175e-6,2.568376277804983e-6
large/chunked/read/ArrayMapB-64B,1.4195257346948808e-4,1.3944070808243116e-4,1.4461564203442198e-4,8.59113643437599e-6,7.3843099187646585e-6,9.484635776297381e-6
large/chunked/read/ArrayMapU-64B,1.3263799414880336e-4,1.317150547912877e-4,1.3380392334136243e-4,3.5434894592852295e-6,2.6925028961215174e-6,4.503595037544834e-6
large/chunked/read/SparseStoreB-64B,1.4345494450559036e-4,1.4254485692304984e-4,1.444786742313306e-4,3.41010773312002e-6,2.8350248485742226e-6,4.503938986060249e-6
large/chunked/read/SparseStoreU-64B,1.4049210040307624e-4,1.4003012302701284e-4,1.41378453696223e-4,2.1565134309245515e-6,1.3264843972905628e-6,3.5151299981361e-6
large/random/write/ArrayMapB-32B,8.926129518933902e-5,8.870473585218509e-5,9.007800209958139e-5,2.197100468394024e-6,1.6158156863435337e-6,3.174721549532053e-6
large/random/write/ArrayMapU-32B,9.171315661371197e-5,9.134660388111916e-5,9.220609227934773e-5,1.488416597708549e-6,1.0768123350169167e-6,2.3195462785766494e-6
large/random/write/SparseStoreB-32B,1.2116806853321814e-4,1.1953825842440993e-4,1.2302461424745632e-4,5.6568854222417464e-6,4.838423319689517e-6,6.803637506254339e-6
large/random/write/SparseStoreU-32B,1.4048984727233645e-4,1.3942253180619182e-4,1.422539083982924e-4,4.33744059829805e-6,2.929548731286707e-6,5.7793403597563355e-6
large/random/write/ArrayMapB-64B,1.0341288072412875e-4,1.0301591677944173e-4,1.0409484743030015e-4,1.779886691702547e-6,1.1559105404464716e-6,3.285389181429302e-6
large/random/write/ArrayMapU-64B,1.17133179471085e-4,1.1682076476620712e-4,1.1776017489884712e-4,1.5459095627895828e-6,9.222265467021999e-7,2.7042043881104765e-6
large/random/write/SparseStoreB-64B,1.46896486343725e-4,1.4526307902070003e-4,1.493633946850153e-4,6.792903004760319e-6,4.984799558555515e-6,8.828011343718327e-6
large/random/write/SparseStoreU-64B,1.665032445054092e-4,1.655745251276246e-4,1.6801666431521758e-4,3.955862925077456e-6,2.2443939098061334e-6,6.404359159522496e-6
large/random/read/ArrayMapB-32B,1.4647764070370187e-4,1.4518116475843352e-4,1.482677674016808e-4,5.170734659842227e-6,4.177082670818014e-6,6.754894054895199e-6
large/random/read/ArrayMapU-32B,1.3905825745559166e-4,1.3750163245441623e-4,1.4091027066351523e-4,5.909062002832293e-6,4.953426279557076e-6,8.073021598494415e-6
large/random/read/SparseStoreB-32B,1.4671930844937806e-4,1.4576755764488731e-4,1.4759842311466682e-4,3.195734849705052e-6,2.700195101898625e-6,3.8019971516998514e-6
large/random/read/SparseStoreU-32B,1.4496764934417288e-4,1.442355943221856e-4,1.4626381161026862e-4,3.0933733942259966e-6,1.9386536606777164e-6,5.6517682580175485e-6
large/random/read/ArrayMapB-64B,1.5805174784925494e-4,1.570178204341702e-4,1.5940276603148196e-4,3.905312074323484e-6,2.7890241213941177e-6,5.85095843253549e-6
large/random/read/ArrayMapU-64B,1.3379971605115073e-4,1.326109257715619e-4,1.3532323749849374e-4,4.442389535837762e-6,3.6310551624337275e-6,6.365961467267765e-6
large/random/read/SparseStoreB-64B,1.4521039407711133e-4,1.445092743467766e-4,1.4594988719477566e-4,2.515216558422879e-6,2.1279626260393006e-6,3.2638698300706076e-6
large/random/read/SparseStoreU-64B,1.435780789635805e-4,1.426804307325281e-4,1.4563756372989794e-4,4.103058331782568e-6,2.487196395972517e-6,7.014237872387084e-6
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
linear/write/Map,2.3391618136883724e-4,2.3271691936131104e-4,2.3532614533288465e-4,4.3289417664801875e-6,3.597949661257303e-6,5.320602955024885e-6
linear/write/Cache-16384,4.076227465132485e-5,4.0519258252227427e-5,4.103824248885783e-5,8.707647012623191e-7,7.074170095071977e-7,1.0709234182251816e-6
linear/write/Cache-1024,2.3883840527367498e-4,2.365344088234392e-4,2.4176437805853708e-4,8.799226091156564e-6,7.808487241776313e-6,1.0008141215281611e-5
linear/write/ArrayMapB,6.98958837982526e-5,6.96447758836327e-5,7.020525178627466e-5,9.539471748773617e-7,7.392073027619662e-7,1.4737682398610885e-6
linear/write/ArrayMapU,6.48479840871669e-5,6.466573261103689e-5,6.515866495687177e-5,7.830654519222926e-7,5.515426282174003e-7,1.2478483420820815e-6
linear/write/ChunkStoreB,8.394684736360223e-5,8.362258663952786e-5,8.433172697600713e-5,1.268654170631406e-6,1.0607621550242092e-6,1.6004928374520002e-6
linear/write/ChunkStoreU,7.534207303389576e-5,7.504247990638365e-5,7.567637388782897e-5,1.0488738706568811e-6,8.285494082695145e-7,1.5066827291473353e-6
linear/write/SparseStoreB,9.907572741580983e-5,9.80975796097923e-5,1.0041021580340403e-4,3.894231363434168e-6,3.135165312473394e-6,5.084004326662189e-6
linear/write/SparseStoreU,1.1238087504630483e-4,1.1136921822765e-4,1.1327129317458015e-4,3.1500787427607557e-6,2.6843360522361348e-6,3.6543737778400303e-6
linear/read/Map,4.0090470978463384e-4,3.978590808519708e-4,4.036125431741234e-4,9.956196705696578e-6,8.082826333984467e-6,1.2399320510002944e-5
linear/read/Cache-16384,1.2456315564793292e-4,1.2388913793840006e-4,1.254135933179763e-4,2.5510810177106798e-6,2.1157151631844393e-6,3.185525361115887e-6
